"","X1","X2","X3","X4"
"Nomascus_concolor",0.0713667485273133,11.9942013973691,-3.65832789373384,-1.64113629198169
"Pan_troglodytes",-1.92417417865139,-1.70742984293067,-1.36942155239169,5.04400759684656
"Pongo_pygmaeus",-5.61963213693311,1.24543677743512,-6.7010602439728,10.2874300231802
"Symphalangus_syndactylus",-8.60551991611371,4.89546264291067,-1.11391776778075,2.50284209622719
"Cacajao_calvus",3.24401067384119,0.139519064580955,-5.3603930349691,0.270899759772077
"Callicebus_moloch",10.7868833451671,1.38142870926087,-7.03975466201783,-6.30714391982126
"Chiropotes_chiropotes",5.30035263791068,-0.217245070128645,-3.1327876986924,0.936234334082763
"Pithecia_pithecia",7.48849980173723,-0.179104585292532,-19.0217907367703,-4.93634323415627
"Cercocebus_albigena",-3.47501308369329,4.01348671766034,-10.3596306015269,-0.872478134606628
"Macaca_fascicularis",-5.89546329231544,2.73477139202568,-5.25133769924091,1.54831344064662
"Macaca_nemestrina",-9.43026935898533,1.19356615738337,-8.5600711840274,8.14254714598584
"Mandrillus_sphinx",-8.691263679668,1.66471529975394,-9.32940998821209,0.594429943501084
"Papio_papio",-13.4692283822962,3.54613970715901,-8.02309711929699,7.75562333682962
"Theropithecus_gelada",-5.31917828218537,7.23602129471283,-6.85126486377196,5.18298213094143
"Colobus_polykomos",-8.24234070973461,-0.0632804745666311,-5.10032791451491,2.68794944170256
"Nasalis_larvatus",-6.07776031202763,-1.16581082270166,-7.25239543925635,6.2996263915984
"Presbytis_rubicunda",-10.10955237209,-3.24614443572731,-6.60147696610404,4.98202037914441
"Procolobus_badius",-4.29948388132347,-1.97500024276957,-4.01766523755859,7.55005917807488
"Pygathrix_nigriceps",-9.32217620033207,4.03798796523805,-2.84767367310035,6.57280250388577
"Rhinopithecus_roxellana",-6.11710648730291,0.280705478121965,-7.32017646593145,1.53500852223011
"Semnopithecus_schistaceus",-9.47970255645753,0.863043301388064,-1.11897158383557,4.80403422886429
"Trachypithecus_cristatus",-12.0789661747671,1.72047707313524,-6.3102541711386,8.59858255920772
"Euoticus_elegantulus",-5.30431136728507,1.82886355814036,3.57923900584432,-11.2879376944363
"Galago_senegalensis",-2.83227529451667,0.67627038857205,8.11156393782577,-9.67797084689574
"Otolemur_crassicaudatus",-3.38543747611312,-10.6464053107464,5.62599857935977,-10.3842683477085
"Cephalopachus_bancanus",-8.33093633912748,1.48369210047938,3.77442142847116,0.627858879682614
"Tarsius_tarsier",-0.617079815851633,2.21655673554269,10.7798378008852,-1.74501136289071
"Carlito_syrichta",-3.35755705746149,-0.248723132128071,15.3433503800312,0.160790517674076
