state_run1,LnL_run1,state_run2,LnL_run2
2169000,-5875.304,2169000,-5879.749
2170000,-5875.07,2170000,-5877.948
2171000,-5876.637,2171000,-5873.029
2172000,-5872.804,2172000,-5875.622
2173000,-5882.583,2173000,-5871.845
2174000,-5879.727,2174000,-5873.181
2175000,-5877.866,2175000,-5871.964
2176000,-5873.077,2176000,-5874.047
2177000,-5879.639,2177000,-5870.445
2178000,-5871.267,2178000,-5876.966
2179000,-5875.048,2179000,-5876.776
2180000,-5872.855,2180000,-5876.933
2181000,-5873.213,2181000,-5874.158
2182000,-5874.132,2182000,-5872.863
2183000,-5874.567,2183000,-5874.463
2184000,-5877.556,2184000,-5872.007
2185000,-5871.251,2185000,-5877.2
2186000,-5877.536,2186000,-5869.095
2187000,-5877.22,2187000,-5871.507
2188000,-5873.54,2188000,-5873.232
2189000,-5874.505,2189000,-5871.167
2190000,-5876.961,2190000,-5873.005
2191000,-5871.255,2191000,-5874.857
2192000,-5874.013,2192000,-5879.216
2193000,-5875.158,2193000,-5879.801
2194000,-5877.957,2194000,-5870.762
2195000,-5873.125,2195000,-5874.748
2196000,-5873.693,2196000,-5871.559
2197000,-5877.067,2197000,-5874.702
2198000,-5874.926,2198000,-5868.156
2199000,-5872.172,2199000,-5874.428
2200000,-5879.499,2200000,-5875.757
2201000,-5875.842,2201000,-5877.06
2202000,-5875.617,2202000,-5877.848
2203000,-5884.097,2203000,-5873.701
2204000,-5874.424,2204000,-5873.391
2205000,-5871.635,2205000,-5871.997
2206000,-5873.558,2206000,-5871.755
2207000,-5872.615,2207000,-5877.798
2208000,-5880.071,2208000,-5877.367
2209000,-5876.871,2209000,-5874.253
2210000,-5873.434,2210000,-5878.018
2211000,-5875.326,2211000,-5868.958
2212000,-5871.693,2212000,-5875.62
2213000,-5874.538,2213000,-5884.094
2214000,-5875.968,2214000,-5871.175
2215000,-5874.401,2215000,-5874.536
2216000,-5870.412,2216000,-5875.009
2217000,-5880.585,2217000,-5869.67
2218000,-5875.006,2218000,-5877.977
2219000,-5872.745,2219000,-5880.276
2220000,-5875.011,2220000,-5870.703
2221000,-5873.138,2221000,-5871.494
2222000,-5878.056,2222000,-5870.331
2223000,-5873.894,2223000,-5873.972
2224000,-5872.872,2224000,-5869.895
2225000,-5871.378,2225000,-5872.646
2226000,-5877.834,2226000,-5877.548
2227000,-5870.724,2227000,-5876.096
2228000,-5880.087,2228000,-5880.438
2229000,-5872.048,2229000,-5874.382
2230000,-5877.372,2230000,-5877.828
2231000,-5870.704,2231000,-5877.588
2232000,-5872.799,2232000,-5871.252
2233000,-5875.266,2233000,-5873.197
2234000,-5875.014,2234000,-5877.126
2235000,-5879.092,2235000,-5881.353
2236000,-5875.85,2236000,-5882.256
2237000,-5872.776,2237000,-5873.726
2238000,-5875.187,2238000,-5874.783
2239000,-5879.017,2239000,-5875.518
2240000,-5871.607,2240000,-5874.357
2241000,-5871.907,2241000,-5872.946
2242000,-5870.009,2242000,-5872.962
2243000,-5873.282,2243000,-5870.646
2244000,-5872.632,2244000,-5875.044
2245000,-5874.987,2245000,-5876.129
2246000,-5874.817,2246000,-5876.017
2247000,-5879.185,2247000,-5874.056
2248000,-5877.309,2248000,-5872.68
2249000,-5873.793,2249000,-5874.636
2250000,-5880.329,2250000,-5874.303
2251000,-5878.652,2251000,-5876.199
2252000,-5872.873,2252000,-5874.617
2253000,-5874.857,2253000,-5876.032
2254000,-5874.404,2254000,-5870.438
2255000,-5870.554,2255000,-5873.073
2256000,-5873.849,2256000,-5875.554
2257000,-5874.841,2257000,-5882.725
2258000,-5874.929,2258000,-5872.535
2259000,-5873.758,2259000,-5875.021
2260000,-5870.814,2260000,-5876.671
2261000,-5870.739,2261000,-5876.731
2262000,-5873.075,2262000,-5876.81
2263000,-5870.163,2263000,-5882.002
2264000,-5874.916,2264000,-5874.177
2265000,-5871.093,2265000,-5873.636
2266000,-5873.587,2266000,-5873.584
2267000,-5876.479,2267000,-5874.22
2268000,-5871.02,2268000,-5876.686
2269000,-5870.352,2269000,-5875.668
2270000,-5874.47,2270000,-5873.434
2271000,-5881.806,2271000,-5874.807
2272000,-5875.998,2272000,-5871.917
2273000,-5872.643,2273000,-5875.397
2274000,-5876.566,2274000,-5876.49
2275000,-5869.065,2275000,-5872.859
2276000,-5879.346,2276000,-5874.121
2277000,-5874.521,2277000,-5874.434
2278000,-5873.471,2278000,-5873.443
2279000,-5876.2,2279000,-5877.535
2280000,-5873.139,2280000,-5873.821
2281000,-5874.805,2281000,-5875.714
2282000,-5873.428,2282000,-5874.644
2283000,-5872.625,2283000,-5876.355
2284000,-5875.61,2284000,-5877.479
2285000,-5874.827,2285000,-5872.091
2286000,-5872.504,2286000,-5872.727
2287000,-5876.819,2287000,-5877.428
2288000,-5879.684,2288000,-5874.641
2289000,-5874.196,2289000,-5870.483
2290000,-5877.073,2290000,-5883.572
2291000,-5869.95,2291000,-5872.521
2292000,-5872.064,2292000,-5871.861
2293000,-5875.357,2293000,-5873.519
2294000,-5875.867,2294000,-5876.889
2295000,-5873.524,2295000,-5876.569
2296000,-5873.101,2296000,-5874.137
2297000,-5870.691,2297000,-5872.209
2298000,-5871.685,2298000,-5878.852
2299000,-5877.464,2299000,-5872.927
2300000,-5876.571,2300000,-5874.134
2301000,-5877.326,2301000,-5870.96
2302000,-5871.494,2302000,-5874.496
2303000,-5882.267,2303000,-5875.868
2304000,-5874.539,2304000,-5875.855
2305000,-5882.287,2305000,-5879.32
2306000,-5872.033,2306000,-5870.198
2307000,-5874.236,2307000,-5872.036
2308000,-5872.877,2308000,-5873.727
2309000,-5880.867,2309000,-5873.656
2310000,-5877.995,2310000,-5872.261
2311000,-5880.077,2311000,-5875.787
2312000,-5872.701,2312000,-5872.915
2313000,-5877.375,2313000,-5879.122
2314000,-5871.608,2314000,-5872.601
2315000,-5881.905,2315000,-5874.107
2316000,-5870.99,2316000,-5874.422
2317000,-5875.971,2317000,-5875.157
2318000,-5872.349,2318000,-5874.696
2319000,-5870.36,2319000,-5869.084
2320000,-5871.053,2320000,-5875.859
2321000,-5876.04,2321000,-5874.043
2322000,-5875.492,2322000,-5873.916
2323000,-5879.88,2323000,-5877.453
2324000,-5875.43,2324000,-5873.713
2325000,-5872.438,2325000,-5876.571
2326000,-5872.382,2326000,-5872.405
2327000,-5873.375,2327000,-5886.079
2328000,-5876.028,2328000,-5872.576
2329000,-5872.898,2329000,-5874.067
2330000,-5873.232,2330000,-5874.128
2331000,-5874.939,2331000,-5872.112
2332000,-5876.031,2332000,-5875.087
2333000,-5872.232,2333000,-5870.112
2334000,-5882.989,2334000,-5873.471
2335000,-5872.949,2335000,-5878.7
2336000,-5876.919,2336000,-5875.69
2337000,-5873.026,2337000,-5871.687
2338000,-5871.745,2338000,-5879.249
2339000,-5873.881,2339000,-5880.933
2340000,-5870.118,2340000,-5874.344
2341000,-5879.278,2341000,-5873.056
2342000,-5872.628,2342000,-5880.752
2343000,-5870.981,2343000,-5871.066
2344000,-5871.651,2344000,-5873.38
2345000,-5872.501,2345000,-5867.509
2346000,-5875.582,2346000,-5882.02
2347000,-5873.883,2347000,-5882.089
2348000,-5876.757,2348000,-5872.386
2349000,-5877.155,2349000,-5871.695
2350000,-5875.941,2350000,-5877.671
2351000,-5878.344,2351000,-5879.559
2352000,-5873.531,2352000,-5873.914
2353000,-5872.223,2353000,-5877.72
2354000,-5878.782,2354000,-5874.162
2355000,-5873.605,2355000,-5879.095
2356000,-5872.704,2356000,-5872.933
2357000,-5880.543,2357000,-5875.746
2358000,-5873.398,2358000,-5869.483
2359000,-5872.092,2359000,-5879.788
2360000,-5876.973,2360000,-5878.256
2361000,-5874.482,2361000,-5875.504
2362000,-5867.874,2362000,-5881.061
2363000,-5871.566,2363000,-5882.211
2364000,-5872.431,2364000,-5874.431
2365000,-5870.81,2365000,-5878.897
2366000,-5879.647,2366000,-5873.327
2367000,-5884.331,2367000,-5873.606
2368000,-5873.794,2368000,-5873.165
2369000,-5879.403,2369000,-5875.316
2370000,-5878.126,2370000,-5871.211
2371000,-5872.016,2371000,-5875.904
2372000,-5880.379,2372000,-5873.557
2373000,-5869.479,2373000,-5876.415
2374000,-5873.991,2374000,-5874.125
2375000,-5872.988,2375000,-5880.311
2376000,-5879.194,2376000,-5876.89
2377000,-5873.7,2377000,-5870.708
2378000,-5875.171,2378000,-5875.968
2379000,-5868.872,2379000,-5869.683
2380000,-5877.089,2380000,-5873.121
2381000,-5874.424,2381000,-5877.656
2382000,-5870.606,2382000,-5874.379
2383000,-5874.287,2383000,-5872.419
2384000,-5877.54,2384000,-5879.172
2385000,-5879.396,2385000,-5874.754
2386000,-5875.314,2386000,-5876.242
2387000,-5870.236,2387000,-5873.407
2388000,-5877.255,2388000,-5875.235
2389000,-5874.556,2389000,-5871.682
2390000,-5871.075,2390000,-5875.466
2391000,-5877.208,2391000,-5876.059
2392000,-5874.278,2392000,-5875.324
2393000,-5876.661,2393000,-5872.336
2394000,-5876.21,2394000,-5871.288
2395000,-5878,2395000,-5872.646
2396000,-5871.43,2396000,-5882.751
2397000,-5876.478,2397000,-5871.453
2398000,-5876.097,2398000,-5871.432
2399000,-5875.791,2399000,-5876.978
2400000,-5878.402,2400000,-5869.781
2401000,-5875.196,2401000,-5880.034
2402000,-5874.171,2402000,-5871.317
2403000,-5874.516,2403000,-5873.614
2404000,-5872.677,2404000,-5875.078
2405000,-5876.007,2405000,-5874.678
2406000,-5870.918,2406000,-5874.925
2407000,-5873.223,2407000,-5873.359
2408000,-5874.868,2408000,-5872.463
2409000,-5874.34,2409000,-5870.902
2410000,-5873.137,2410000,-5879.748
2411000,-5880.048,2411000,-5877.591
2412000,-5871.958,2412000,-5877.954
2413000,-5878.016,2413000,-5871.159
2414000,-5877.224,2414000,-5871.258
2415000,-5880.36,2415000,-5870.669
2416000,-5873.525,2416000,-5872.026
2417000,-5874.818,2417000,-5875.6
2418000,-5869.978,2418000,-5872.379
2419000,-5872.659,2419000,-5880.075
2420000,-5875.085,2420000,-5873.974
2421000,-5875.84,2421000,-5874.069
2422000,-5878.3,2422000,-5878.987
2423000,-5874.666,2423000,-5871.374
2424000,-5871.644,2424000,-5873.514
2425000,-5877.172,2425000,-5868.312
2426000,-5879.41,2426000,-5873.683
2427000,-5875.595,2427000,-5880.853
2428000,-5875.371,2428000,-5873.069
2429000,-5871.021,2429000,-5871.613
2430000,-5876.846,2430000,-5873.221
2431000,-5874.227,2431000,-5878.013
2432000,-5881.126,2432000,-5871.71
2433000,-5870.798,2433000,-5872.555
2434000,-5873.914,2434000,-5870.678
2435000,-5876.337,2435000,-5875.446
2436000,-5872.369,2436000,-5874.061
2437000,-5873.349,2437000,-5871.078
2438000,-5876.408,2438000,-5872.854
2439000,-5872.98,2439000,-5875.149
2440000,-5876.832,2440000,-5873.959
2441000,-5877.083,2441000,-5872.882
2442000,-5876.291,2442000,-5876.905
2443000,-5873.364,2443000,-5874.722
2444000,-5876.009,2444000,-5875.096
2445000,-5872.556,2445000,-5882.316
2446000,-5873.865,2446000,-5874.827
2447000,-5878.114,2447000,-5873.174
2448000,-5872.098,2448000,-5870.805
2449000,-5881.306,2449000,-5876.287
2450000,-5874.939,2450000,-5875.952
2451000,-5872.454,2451000,-5874.383
2452000,-5871.553,2452000,-5874.133
2453000,-5881.77,2453000,-5872.601
2454000,-5871.507,2454000,-5875.456
2455000,-5874.354,2455000,-5876.903
2456000,-5869.269,2456000,-5875.134
2457000,-5876.901,2457000,-5874.284
2458000,-5876.786,2458000,-5874.823
2459000,-5875.341,2459000,-5879.527
2460000,-5873.251,2460000,-5875.785
2461000,-5873.813,2461000,-5868.93
2462000,-5874.603,2462000,-5876.609
2463000,-5880.866,2463000,-5877.033
2464000,-5877.337,2464000,-5871.11
2465000,-5874.283,2465000,-5873.249
2466000,-5874.509,2466000,-5873.744
2467000,-5870.284,2467000,-5877.264
2468000,-5876.187,2468000,-5871.699
2469000,-5873.368,2469000,-5871.219
2470000,-5873.21,2470000,-5880.339
2471000,-5880.722,2471000,-5872.672
2472000,-5871.265,2472000,-5878.251
2473000,-5872.868,2473000,-5873.086
2474000,-5874.342,2474000,-5871.138
2475000,-5875.381,2475000,-5878.885
2476000,-5876.456,2476000,-5877.405
2477000,-5876.692,2477000,-5878.593
2478000,-5875.52,2478000,-5874.489
2479000,-5877.047,2479000,-5887.253
2480000,-5874.48,2480000,-5871.861
2481000,-5870.118,2481000,-5871.153
2482000,-5872.149,2482000,-5874.265
2483000,-5878.705,2483000,-5876.372
2484000,-5874.929,2484000,-5870.471
2485000,-5873.122,2485000,-5880.407
2486000,-5874.008,2486000,-5873.158
2487000,-5870.441,2487000,-5875.061
2488000,-5871.482,2488000,-5872.336
2489000,-5871.13,2489000,-5878.935
2490000,-5877.499,2490000,-5878.271
2491000,-5877.661,2491000,-5871.208
2492000,-5870.471,2492000,-5874.491
2493000,-5875.607,2493000,-5871.805
2494000,-5879.831,2494000,-5877.331
2495000,-5879.692,2495000,-5883.856
2496000,-5871.856,2496000,-5876.296
2497000,-5875.113,2497000,-5880.966
2498000,-5869.318,2498000,-5871.423
2499000,-5876.573,2499000,-5872.319
2500000,-5876.588,2500000,-5872.451
2501000,-5876.785,2501000,-5876.958
2502000,-5873.909,2502000,-5884.1
2503000,-5871.647,2503000,-5876.939
2504000,-5873.448,2504000,-5872.31
2505000,-5874.228,2505000,-5873.617
2506000,-5873.358,2506000,-5870.419
2507000,-5873.152,2507000,-5870.985
2508000,-5874.092,2508000,-5875.217
2509000,-5876.69,2509000,-5876.326
2510000,-5874.294,2510000,-5875.186
2511000,-5872.762,2511000,-5874.702
2512000,-5874.34,2512000,-5874.783
2513000,-5881.434,2513000,-5875.788
2514000,-5872.173,2514000,-5872.674
2515000,-5876.821,2515000,-5874.684
2516000,-5876.441,2516000,-5875.24
2517000,-5876.387,2517000,-5877.763
2518000,-5875.873,2518000,-5874.518
2519000,-5870.922,2519000,-5875.949
2520000,-5877.743,2520000,-5874.73
2521000,-5873.913,2521000,-5875.749
2522000,-5869.752,2522000,-5871.473
2523000,-5873.788,2523000,-5874.875
2524000,-5878.871,2524000,-5874.845
2525000,-5880.17,2525000,-5874.789
2526000,-5872.254,2526000,-5871.928
2527000,-5875.707,2527000,-5875.914
2528000,-5876.324,2528000,-5880.274
2529000,-5876.589,2529000,-5878.753
2530000,-5875.566,2530000,-5876.31
2531000,-5872.38,2531000,-5877.389
2532000,-5872.294,2532000,-5875.757
2533000,-5874.181,2533000,-5877.006
2534000,-5876.122,2534000,-5872.779
2535000,-5870.307,2535000,-5877.493
2536000,-5873.587,2536000,-5871.687
2537000,-5874.398,2537000,-5876.848
2538000,-5880.996,2538000,-5871.843
2539000,-5877.1,2539000,-5870.538
2540000,-5877.539,2540000,-5874.657
2541000,-5880.289,2541000,-5876.711
2542000,-5873.663,2542000,-5875.366
2543000,-5871.81,2543000,-5873.876
2544000,-5876.756,2544000,-5876.371
2545000,-5875.635,2545000,-5879.645
2546000,-5876.181,2546000,-5872.5
2547000,-5874.344,2547000,-5876.22
2548000,-5874.034,2548000,-5869.376
2549000,-5874.025,2549000,-5888.281
2550000,-5875.733,2550000,-5872.354
2551000,-5871.672,2551000,-5869.998
2552000,-5875.808,2552000,-5875.629
2553000,-5871.005,2553000,-5874.919
2554000,-5872.316,2554000,-5876.491
2555000,-5874.701,2555000,-5875.155
2556000,-5880.083,2556000,-5869.992
2557000,-5872.17,2557000,-5879.193
2558000,-5869.687,2558000,-5876.387
2559000,-5874.961,2559000,-5874.184
2560000,-5876.889,2560000,-5875.387
2561000,-5873.015,2561000,-5875.03
2562000,-5876.868,2562000,-5868.099
2563000,-5879.732,2563000,-5874.621
2564000,-5876.601,2564000,-5872.115
2565000,-5872.98,2565000,-5873.416
2566000,-5878.873,2566000,-5873.507
2567000,-5879.85,2567000,-5881.795
2568000,-5873.096,2568000,-5873.396
2569000,-5874.127,2569000,-5873.113
2570000,-5872.466,2570000,-5876.565
2571000,-5874.07,2571000,-5875.802
2572000,-5873.377,2572000,-5876.583
2573000,-5875.591,2573000,-5870.959
2574000,-5873.732,2574000,-5878.979
2575000,-5871.075,2575000,-5883.583
2576000,-5878.1,2576000,-5876.412
2577000,-5872.177,2577000,-5878.928
2578000,-5873.782,2578000,-5881.187
2579000,-5881.27,2579000,-5872.895
2580000,-5877.419,2580000,-5877.593
2581000,-5875.677,2581000,-5878.015
2582000,-5874.51,2582000,-5871.631
2583000,-5878.984,2583000,-5876.705
2584000,-5870.545,2584000,-5872.503
2585000,-5872.405,2585000,-5880.184
2586000,-5875.611,2586000,-5870.54
2587000,-5872.4,2587000,-5878.315
2588000,-5872.185,2588000,-5875.697
2589000,-5873.236,2589000,-5873.745
2590000,-5877.007,2590000,-5871.882
2591000,-5874.086,2591000,-5872.064
2592000,-5874.804,2592000,-5875.469
2593000,-5874.495,2593000,-5873.947
2594000,-5872.45,2594000,-5869.566
2595000,-5877.429,2595000,-5877.402
2596000,-5871.575,2596000,-5876.933
2597000,-5872.349,2597000,-5873.961
2598000,-5877.976,2598000,-5877.74
2599000,-5877.555,2599000,-5868.921
2600000,-5879.519,2600000,-5872.472
2601000,-5879.627,2601000,-5875.907
2602000,-5875.758,2602000,-5872.404
2603000,-5879.618,2603000,-5872.269
2604000,-5870.411,2604000,-5872.069
2605000,-5874.827,2605000,-5877.34
2606000,-5882.679,2606000,-5876.616
2607000,-5881.553,2607000,-5875.916
2608000,-5871.336,2608000,-5874.121
2609000,-5874.238,2609000,-5872.726
2610000,-5875.785,2610000,-5875.317
2611000,-5873.919,2611000,-5871.111
2612000,-5876.822,2612000,-5877.873
2613000,-5876.92,2613000,-5874.776
2614000,-5872.966,2614000,-5875.867
2615000,-5871.807,2615000,-5873.699
2616000,-5870.034,2616000,-5878.076
2617000,-5877.391,2617000,-5880.583
2618000,-5871.483,2618000,-5871.916
2619000,-5876.406,2619000,-5876.294
2620000,-5873.217,2620000,-5876.264
2621000,-5875.111,2621000,-5874.009
2622000,-5875.729,2622000,-5875.462
2623000,-5875.046,2623000,-5872.389
2624000,-5870.813,2624000,-5874.29
2625000,-5873.824,2625000,-5878.398
2626000,-5876.766,2626000,-5873.431
2627000,-5872.109,2627000,-5872.734
2628000,-5874.757,2628000,-5872.102
2629000,-5871.618,2629000,-5874.677
2630000,-5875.449,2630000,-5878.397
2631000,-5874.95,2631000,-5874.15
2632000,-5873.792,2632000,-5872.4
2633000,-5876.26,2633000,-5872.529
2634000,-5873.939,2634000,-5870.906
2635000,-5870.918,2635000,-5871.187
2636000,-5872.725,2636000,-5871.513
2637000,-5875.466,2637000,-5878.333
2638000,-5876.89,2638000,-5879.57
2639000,-5873.71,2639000,-5874.335
2640000,-5873.205,2640000,-5875.191
2641000,-5876.309,2641000,-5876.021
2642000,-5871.768,2642000,-5871.506
2643000,-5875.147,2643000,-5876.53
2644000,-5876.435,2644000,-5867.079
2645000,-5876.574,2645000,-5880.606
2646000,-5872.819,2646000,-5872.822
2647000,-5870.878,2647000,-5876.06
2648000,-5871.308,2648000,-5869.791
2649000,-5868.79,2649000,-5870.58
2650000,-5875.276,2650000,-5870.52
2651000,-5876.032,2651000,-5876.613
2652000,-5876.064,2652000,-5873.102
2653000,-5875.73,2653000,-5875.443
2654000,-5876.522,2654000,-5872.655
2655000,-5875.86,2655000,-5873.014
2656000,-5875.125,2656000,-5875.663
2657000,-5872.66,2657000,-5873.476
2658000,-5876.809,2658000,-5875.042
2659000,-5877.311,2659000,-5881.424
2660000,-5874.831,2660000,-5876.875
2661000,-5878.481,2661000,-5871.344
2662000,-5873.924,2662000,-5871.314
2663000,-5877.551,2663000,-5869.628
2664000,-5873.293,2664000,-5872.349
2665000,-5871.999,2665000,-5872.411
2666000,-5875.5,2666000,-5878.027
2667000,-5870.706,2667000,-5873.335
2668000,-5871.311,2668000,-5873.613
2669000,-5871.799,2669000,-5873.83
2670000,-5873.967,2670000,-5872.017
2671000,-5873.812,2671000,-5874.36
2672000,-5874.705,2672000,-5881.522
2673000,-5872.675,2673000,-5870.53
2674000,-5870.135,2674000,-5874.023
2675000,-5871.378,2675000,-5871.373
2676000,-5876.996,2676000,-5870.775
2677000,-5872.263,2677000,-5872.768
2678000,-5876.841,2678000,-5877.156
2679000,-5872.588,2679000,-5872.593
2680000,-5874.017,2680000,-5876.253
2681000,-5872.669,2681000,-5885.045
2682000,-5874.786,2682000,-5879.945
2683000,-5872.892,2683000,-5877.299
2684000,-5876.407,2684000,-5874.618
2685000,-5868.477,2685000,-5885.07
2686000,-5879.917,2686000,-5873.898
2687000,-5873.944,2687000,-5872.265
2688000,-5876.091,2688000,-5872.98
2689000,-5870.173,2689000,-5872.766
2690000,-5872.849,2690000,-5878.641
2691000,-5875.38,2691000,-5870.724
2692000,-5872.799,2692000,-5873.031
2693000,-5872.87,2693000,-5870.324
2694000,-5871.163,2694000,-5875.39
2695000,-5883.264,2695000,-5873.967
2696000,-5877.14,2696000,-5883.3
