Neochetina_b object converted using the writeGenPop function 
NB40, NB46, NB27, NB5, NB43, NB8, NB26, NB13 
pop
NBUR14, 203203 238238 201201 239239 199199 278272 217217 233233
NBUR15, 203203 238238 207201 239239 199199 275281 214217 233224
NBUR18, 203212 238238 201201 239239 199199 281284 217217 233233
NBUR17, 209209 238238 207201 248233 199199 278278 217217 233233
NBUR19, 200200 238238 201201 239239 208208 272272 217217 233236
NBUR20, 203203 238238 201201 239233 199199 272272 217217 233236
NBUR21, 203203 238238 201201 242242 199199 275272 214217 233233
NBUR22, 200200 238238 207207 239251 199199 278287 214214 233224
NBUR23, 203203 241244 201201 239257 199208 278275 217217 233233
NBUR24, 203197 238238 207201 239239 199199 281281 214217 233245
NBUR25, 203197 238238 201201 239251 199199 281290 217217 233224
NBUR26, 203206 238238 201201 239239 199199 275281 217217 233224
NBUR27, 206206 241244 207207 239239 199199 278272 214220 236236
NBUR28, 203203 238238 207201 239239 199208 281284 214217 233233
NBUR29, 203203 238238 201201 251257 199199 281281 217217 233233
NBUR30, 203203 238238 201201 239251 199208 272269 217217 233233  
